BusID: 1
Time                 |StopName  |DriverID  |PassengersCount  |BusLoad
2024-12-19 12:59:00  |Stop G    |3         |48               |32%
2024-12-19 14:01:00  |Stop H    |4         |43               |28%
2024-12-19 14:08:00  |Stop I    |4         |36               |24%
2024-12-19 14:19:00  |Stop J    |4         |36               |24%
2024-12-19 14:28:00  |Stop A    |4         |31               |20%
2024-12-19 14:35:00  |Stop B    |4         |24               |16%
2024-12-19 14:44:00  |Stop C    |4         |29               |19%
2024-12-19 14:52:00  |Stop D    |4         |31               |20%
2024-12-19 15:04:00  |Stop E    |4         |29               |19%
2024-12-19 15:14:00  |Stop F    |4         |37               |24%
2024-12-19 15:22:00  |Stop G    |4         |33               |22%
2024-12-19 15:28:00  |Stop H    |4         |32               |21%
2024-12-19 15:35:00  |Stop I    |4         |28               |18%
2024-12-19 15:46:00  |Stop J    |4         |29               |19%
2024-12-19 15:55:00  |Stop A    |4         |30               |20%
2024-12-19 16:02:00  |Stop B    |4         |28               |18%
2024-12-19 16:11:00  |Stop C    |4         |30               |20%
2024-12-19 16:19:00  |Stop D    |4         |38               |25%
2024-12-19 16:31:00  |Stop E    |4         |37               |24%
2024-12-19 16:41:00  |Stop F    |4         |28               |18%
2024-12-19 16:49:00  |Stop G    |4         |31               |20%
2024-12-19 16:55:00  |Stop H    |4         |33               |22%
2024-12-19 17:02:00  |Stop I    |4         |41               |27%
2024-12-19 17:13:00  |Stop J    |4         |82               |54%
2024-12-19 17:22:00  |Stop A    |4         |115              |76%
2024-12-19 17:29:00  |Stop B    |4         |119              |79%
2024-12-19 17:38:00  |Stop C    |4         |109              |72%
2024-12-19 17:46:00  |Stop D    |4         |101              |67%
2024-12-19 17:58:00  |Stop E    |4         |99               |66%
2024-12-22 09:02:00  |Stop F    |2         |124              |82%
2024-12-22 09:10:00  |Stop G    |2         |109              |72%
2024-12-22 09:16:00  |Stop H    |2         |109              |72%
2024-12-22 09:23:00  |Stop I    |2         |141              |94%
2024-12-22 09:34:00  |Stop J    |2         |149              |99%
2024-12-22 09:43:00  |Stop A    |2         |126              |84%
2024-12-22 09:50:00  |Stop B    |2         |120              |80%
2024-12-22 09:59:00  |Stop C    |2         |128              |85%
2024-12-22 10:07:00  |Stop D    |2         |115              |76%
2024-12-22 10:19:00  |Stop E    |2         |98               |65%
2024-12-22 10:29:00  |Stop F    |2         |83               |55%
2024-12-22 10:37:00  |Stop G    |2         |60               |40%
2024-12-22 10:43:00  |Stop H    |2         |57               |38%
2024-12-22 10:50:00  |Stop I    |2         |51               |34%
2024-12-22 11:01:00  |Stop J    |2         |52               |34%
2024-12-22 11:10:00  |Stop A    |2         |41               |27%
2024-12-22 11:17:00  |Stop B    |2         |35               |23%
2024-12-22 11:26:00  |Stop C    |2         |32               |21%
2024-12-22 11:34:00  |Stop D    |2         |34               |22%
2024-12-22 11:46:00  |Stop E    |2         |41               |27%
2024-12-22 11:56:00  |Stop F    |2         |34               |22%
2024-12-22 12:04:00  |Stop G    |2         |37               |24%
2024-12-22 12:10:00  |Stop H    |2         |30               |20%
2024-12-22 12:17:00  |Stop I    |2         |25               |16%
2024-12-22 12:28:00  |Stop J    |2         |33               |22%
2024-12-22 12:37:00  |Stop A    |2         |44               |29%
2024-12-22 12:44:00  |Stop B    |2         |43               |28%
2024-12-22 12:53:00  |Stop C    |2         |44               |29%
2024-12-22 14:01:00  |Stop D    |2         |39               |26%
2024-12-22 14:13:00  |Stop E    |2         |36               |24%
2024-12-22 14:23:00  |Stop F    |2         |30               |20%
2024-12-22 14:31:00  |Stop G    |2         |27               |18%
2024-12-22 14:37:00  |Stop H    |2         |36               |24%
2024-12-22 14:44:00  |Stop I    |2         |41               |27%
2024-12-22 14:55:00  |Stop J    |2         |44               |29%
2024-12-22 15:04:00  |Stop A    |2         |36               |24%
2024-12-22 15:11:00  |Stop B    |2         |35               |23%
2024-12-22 15:20:00  |Stop C    |2         |35               |23%
2024-12-22 15:28:00  |Stop D    |2         |29               |19%
2024-12-22 15:40:00  |Stop E    |2         |33               |22%
2024-12-22 15:50:00  |Stop F    |2         |41               |27%
2024-12-22 15:58:00  |Stop G    |2         |40               |26%
2024-12-22 16:04:00  |Stop H    |2         |42               |28%
2024-12-22 16:11:00  |Stop I    |2         |32               |21%
2024-12-22 16:22:00  |Stop J    |2         |30               |20%
2024-12-22 16:31:00  |Stop A    |2         |26               |17%
2024-12-22 16:38:00  |Stop B    |2         |29               |19%
2024-12-22 16:47:00  |Stop C    |2         |40               |26%
2024-12-22 16:55:00  |Stop D    |2         |38               |25%
2024-12-22 17:07:00  |Stop E    |2         |51               |34%
2024-12-22 17:17:00  |Stop F    |2         |80               |53%
2024-12-22 17:25:00  |Stop G    |2         |114              |76%
2024-12-22 17:31:00  |Stop H    |2         |106              |70%
2024-12-22 17:38:00  |Stop I    |2         |108              |72%
2024-12-22 17:49:00  |Stop J    |2         |131              |87%
2024-12-22 17:58:00  |Stop A    |2         |105              |70%
------------------------------------------------------------------------
BusID: 3
Time                 |StopName  |DriverID  |PassengersCount  |BusLoad
2024-12-16 09:11:00  |Stop C    |5         |35               |23%
2024-12-16 09:19:00  |Stop D    |5         |58               |38%
2024-12-16 09:31:00  |Stop E    |5         |69               |46%
2024-12-16 09:41:00  |Stop F    |5         |84               |56%
2024-12-16 09:49:00  |Stop G    |5         |86               |57%
2024-12-16 09:55:00  |Stop H    |5         |92               |61%
2024-12-16 10:02:00  |Stop I    |5         |99               |66%
2024-12-16 10:13:00  |Stop J    |5         |74               |49%
2024-12-16 10:22:00  |Stop A    |5         |57               |38%
2024-12-16 10:29:00  |Stop B    |5         |49               |32%
2024-12-16 10:38:00  |Stop C    |5         |41               |27%
2024-12-16 10:46:00  |Stop D    |5         |40               |26%
2024-12-16 10:58:00  |Stop E    |5         |31               |20%
2024-12-16 11:08:00  |Stop F    |5         |29               |19%
2024-12-16 11:16:00  |Stop G    |5         |29               |19%
2024-12-16 11:22:00  |Stop H    |5         |25               |16%
2024-12-16 11:29:00  |Stop I    |5         |30               |20%
2024-12-16 11:40:00  |Stop J    |5         |30               |20%
2024-12-16 11:49:00  |Stop A    |5         |29               |19%
2024-12-16 11:56:00  |Stop B    |5         |28               |18%
2024-12-16 12:05:00  |Stop C    |5         |27               |18%
2024-12-16 12:13:00  |Stop D    |5         |22               |14%
2024-12-16 12:25:00  |Stop E    |5         |20               |13%
2024-12-16 12:35:00  |Stop F    |5         |26               |17%
2024-12-16 12:43:00  |Stop G    |5         |19               |12%
2024-12-16 12:49:00  |Stop H    |5         |21               |14%
2024-12-16 12:56:00  |Stop I    |5         |20               |13%
2024-12-16 14:01:00  |Stop J    |7         |22               |14%
2024-12-16 14:10:00  |Stop A    |7         |23               |15%
2024-12-16 14:17:00  |Stop B    |7         |24               |16%
2024-12-16 14:26:00  |Stop C    |7         |24               |16%
2024-12-16 14:34:00  |Stop D    |7         |22               |14%
2024-12-16 14:46:00  |Stop E    |7         |20               |13%
2024-12-16 14:56:00  |Stop F    |7         |16               |10%
2024-12-16 15:04:00  |Stop G    |7         |16               |10%
2024-12-16 15:10:00  |Stop H    |7         |20               |13%
2024-12-16 15:17:00  |Stop I    |7         |18               |12%
2024-12-16 15:28:00  |Stop J    |7         |25               |16%
2024-12-16 15:37:00  |Stop A    |7         |20               |13%
2024-12-16 15:44:00  |Stop B    |7         |24               |16%
2024-12-16 15:53:00  |Stop C    |7         |25               |16%
2024-12-16 16:01:00  |Stop D    |7         |28               |18%
2024-12-16 16:13:00  |Stop E    |7         |25               |16%
2024-12-16 16:23:00  |Stop F    |7         |26               |17%
2024-12-16 16:31:00  |Stop G    |7         |33               |22%
2024-12-16 16:37:00  |Stop H    |7         |39               |26%
2024-12-16 16:44:00  |Stop I    |7         |41               |27%
2024-12-16 16:55:00  |Stop J    |7         |42               |28%
2024-12-16 17:04:00  |Stop A    |7         |61               |40%
2024-12-16 17:11:00  |Stop B    |7         |82               |54%
2024-12-16 17:20:00  |Stop C    |7         |111              |74%
2024-12-16 17:28:00  |Stop D    |7         |118              |78%
2024-12-16 17:40:00  |Stop E    |7         |103              |68%
2024-12-16 17:50:00  |Stop F    |7         |112              |74%
2024-12-16 17:58:00  |Stop G    |7         |99               |66%
2024-12-17 09:02:00  |Stop H    |4         |119              |79%
2024-12-17 09:09:00  |Stop I    |4         |124              |82%
2024-12-17 09:20:00  |Stop J    |4         |149              |99%
2024-12-17 09:29:00  |Stop A    |4         |131              |87%
2024-12-17 09:36:00  |Stop B    |4         |121              |80%
2024-12-17 09:45:00  |Stop C    |4         |115              |76%
2024-12-17 09:53:00  |Stop D    |4         |134              |89%
2024-12-17 10:05:00  |Stop E    |4         |126              |84%
2024-12-17 10:15:00  |Stop F    |4         |105              |70%
2024-12-17 10:23:00  |Stop G    |4         |88               |58%
2024-12-17 10:29:00  |Stop H    |4         |72               |48%
2024-12-17 10:36:00  |Stop I    |4         |53               |35%
2024-12-17 10:47:00  |Stop J    |4         |41               |27%
2024-12-17 10:56:00  |Stop A    |4         |34               |22%
2024-12-17 11:03:00  |Stop B    |4         |34               |22%
2024-12-17 11:12:00  |Stop C    |4         |31               |20%
2024-12-17 11:20:00  |Stop D    |4         |23               |15%
2024-12-17 11:32:00  |Stop E    |4         |27               |18%
2024-12-17 11:42:00  |Stop F    |4         |23               |15%
2024-12-17 11:50:00  |Stop G    |4         |24               |16%
2024-12-17 11:56:00  |Stop H    |4         |17               |11%
2024-12-17 12:03:00  |Stop I    |4         |18               |12%
2024-12-17 12:14:00  |Stop J    |4         |20               |13%
2024-12-17 12:23:00  |Stop A    |4         |22               |14%
2024-12-17 12:30:00  |Stop B    |4         |20               |13%
2024-12-17 12:39:00  |Stop C    |4         |18               |12%
2024-12-17 12:47:00  |Stop D    |4         |15               |10%
2024-12-17 12:59:00  |Stop E    |4         |15               |10%
2024-12-17 14:01:00  |Stop F    |6         |15               |10%
2024-12-17 14:09:00  |Stop G    |6         |16               |10%
2024-12-17 14:15:00  |Stop H    |6         |14               |9%
2024-12-17 14:22:00  |Stop I    |6         |17               |11%
2024-12-17 14:33:00  |Stop J    |6         |12               |8%
2024-12-17 14:42:00  |Stop A    |6         |12               |8%
2024-12-17 14:49:00  |Stop B    |6         |15               |10%
2024-12-17 14:58:00  |Stop C    |6         |19               |12%
2024-12-17 15:06:00  |Stop D    |6         |25               |16%
2024-12-17 15:18:00  |Stop E    |6         |20               |13%
2024-12-17 15:28:00  |Stop F    |6         |17               |11%
2024-12-17 15:36:00  |Stop G    |6         |28               |18%
2024-12-17 15:42:00  |Stop H    |6         |32               |21%
2024-12-17 15:49:00  |Stop I    |6         |33               |22%
2024-12-17 16:00:00  |Stop J    |6         |34               |22%
2024-12-17 16:09:00  |Stop A    |6         |34               |22%
2024-12-17 16:16:00  |Stop B    |6         |33               |22%
2024-12-17 16:25:00  |Stop C    |6         |36               |24%
2024-12-17 16:33:00  |Stop D    |6         |30               |20%
2024-12-17 16:45:00  |Stop E    |6         |40               |26%
2024-12-17 16:55:00  |Stop F    |6         |45               |30%
2024-12-17 17:03:00  |Stop G    |6         |57               |38%
2024-12-17 17:09:00  |Stop H    |6         |80               |53%
2024-12-17 17:16:00  |Stop I    |6         |85               |56%
2024-12-17 17:27:00  |Stop J    |6         |92               |61%
2024-12-17 17:36:00  |Stop A    |6         |102              |68%
2024-12-17 17:43:00  |Stop B    |6         |134              |89%
2024-12-17 17:52:00  |Stop C    |6         |113              |75%
2024-12-18 09:02:00  |Stop D    |5         |114              |76%
2024-12-18 09:14:00  |Stop E    |5         |103              |68%
2024-12-18 09:24:00  |Stop F    |5         |139              |92%
2024-12-18 09:32:00  |Stop G    |5         |124              |82%
2024-12-18 09:38:00  |Stop H    |5         |111              |74%
2024-12-18 09:45:00  |Stop I    |5         |102              |68%
2024-12-18 09:56:00  |Stop J    |5         |129              |86%
2024-12-18 10:05:00  |Stop A    |5         |110              |73%
2024-12-18 10:12:00  |Stop B    |5         |110              |73%
2024-12-18 10:21:00  |Stop C    |5         |89               |59%
2024-12-18 10:29:00  |Stop D    |5         |87               |57%
2024-12-18 10:41:00  |Stop E    |5         |81               |54%
2024-12-18 10:51:00  |Stop F    |5         |86               |57%
2024-12-18 10:59:00  |Stop G    |5         |90               |60%
2024-12-18 11:05:00  |Stop H    |5         |72               |48%
2024-12-18 11:12:00  |Stop I    |5         |50               |33%
2024-12-18 11:23:00  |Stop J    |5         |51               |34%
2024-12-18 11:32:00  |Stop A    |5         |54               |36%
2024-12-18 11:39:00  |Stop B    |5         |56               |37%
2024-12-18 11:48:00  |Stop C    |5         |50               |33%
2024-12-18 11:56:00  |Stop D    |5         |36               |24%
2024-12-18 12:08:00  |Stop E    |5         |38               |25%
2024-12-18 12:18:00  |Stop F    |5         |36               |24%
2024-12-18 12:26:00  |Stop G    |5         |45               |30%
2024-12-18 12:32:00  |Stop H    |5         |42               |28%
2024-12-18 12:39:00  |Stop I    |5         |43               |28%
2024-12-18 12:50:00  |Stop J    |5         |45               |30%
2024-12-18 12:59:00  |Stop A    |5         |53               |35%
2024-12-18 14:01:00  |Stop B    |1         |49               |32%
2024-12-18 14:10:00  |Stop C    |1         |54               |36%
2024-12-18 14:18:00  |Stop D    |1         |57               |38%
2024-12-18 14:30:00  |Stop E    |1         |46               |30%
2024-12-18 14:40:00  |Stop F    |1         |33               |22%
2024-12-18 14:48:00  |Stop G    |1         |37               |24%
2024-12-18 14:54:00  |Stop H    |1         |32               |21%
2024-12-18 15:01:00  |Stop I    |1         |23               |15%
2024-12-18 15:12:00  |Stop J    |1         |28               |18%
2024-12-18 15:21:00  |Stop A    |1         |35               |23%
2024-12-18 15:28:00  |Stop B    |1         |37               |24%
2024-12-18 15:37:00  |Stop C    |1         |32               |21%
2024-12-18 15:45:00  |Stop D    |1         |31               |20%
2024-12-18 15:57:00  |Stop E    |1         |27               |18%
2024-12-18 16:07:00  |Stop F    |1         |35               |23%
2024-12-18 16:15:00  |Stop G    |1         |38               |25%
2024-12-18 16:21:00  |Stop H    |1         |34               |22%
2024-12-18 16:28:00  |Stop I    |1         |33               |22%
2024-12-18 16:39:00  |Stop J    |1         |43               |28%
2024-12-18 16:48:00  |Stop A    |1         |32               |21%
2024-12-18 16:55:00  |Stop B    |1         |29               |19%
2024-12-18 17:04:00  |Stop C    |1         |46               |30%
2024-12-18 17:12:00  |Stop D    |1         |56               |37%
2024-12-18 17:24:00  |Stop E    |1         |66               |44%
2024-12-18 17:34:00  |Stop F    |1         |85               |56%
2024-12-18 17:42:00  |Stop G    |1         |103              |68%
2024-12-18 17:48:00  |Stop H    |1         |139              |92%
2024-12-18 17:55:00  |Stop I    |1         |143              |95%
2024-12-19 09:02:00  |Stop J    |1         |112              |74%
2024-12-19 09:11:00  |Stop A    |1         |114              |76%
2024-12-19 09:18:00  |Stop B    |1         |136              |90%
2024-12-19 09:27:00  |Stop C    |1         |121              |80%
2024-12-19 09:35:00  |Stop D    |1         |110              |73%
2024-12-19 09:47:00  |Stop E    |1         |148              |98%
2024-12-19 09:57:00  |Stop F    |1         |136              |90%
2024-12-19 10:05:00  |Stop G    |1         |129              |86%
2024-12-19 10:11:00  |Stop H    |1         |129              |86%
2024-12-19 10:18:00  |Stop I    |1         |106              |70%
2024-12-19 10:29:00  |Stop J    |1         |115              |76%
2024-12-19 10:38:00  |Stop A    |1         |94               |62%
2024-12-19 10:45:00  |Stop B    |1         |81               |54%
2024-12-19 10:54:00  |Stop C    |1         |68               |45%
2024-12-19 11:02:00  |Stop D    |1         |55               |36%
2024-12-19 11:14:00  |Stop E    |1         |51               |34%
2024-12-19 11:24:00  |Stop F    |1         |49               |32%
2024-12-19 11:32:00  |Stop G    |1         |52               |34%
2024-12-19 11:38:00  |Stop H    |1         |41               |27%
2024-12-19 11:45:00  |Stop I    |1         |45               |30%
2024-12-19 11:56:00  |Stop J    |1         |52               |34%
2024-12-19 12:05:00  |Stop A    |1         |56               |37%
2024-12-19 12:12:00  |Stop B    |1         |49               |32%
2024-12-19 12:21:00  |Stop C    |1         |43               |28%
2024-12-19 12:29:00  |Stop D    |1         |33               |22%
2024-12-19 12:41:00  |Stop E    |1         |26               |17%
2024-12-19 12:51:00  |Stop F    |1         |29               |19%
2024-12-19 12:59:00  |Stop G    |1         |35               |23%
2024-12-19 14:01:00  |Stop H    |2         |27               |18%
2024-12-19 14:08:00  |Stop I    |2         |27               |18%
2024-12-19 14:19:00  |Stop J    |2         |35               |23%
2024-12-19 14:28:00  |Stop A    |2         |44               |29%
2024-12-19 14:35:00  |Stop B    |2         |45               |30%
2024-12-19 14:44:00  |Stop C    |2         |50               |33%
2024-12-19 14:52:00  |Stop D    |2         |38               |25%
2024-12-19 15:04:00  |Stop E    |2         |27               |18%
2024-12-19 15:14:00  |Stop F    |2         |35               |23%
2024-12-19 15:22:00  |Stop G    |2         |32               |21%
2024-12-19 15:28:00  |Stop H    |2         |29               |19%
2024-12-19 15:35:00  |Stop I    |2         |31               |20%
2024-12-19 15:46:00  |Stop J    |2         |24               |16%
2024-12-19 15:55:00  |Stop A    |2         |22               |14%
2024-12-19 16:02:00  |Stop B    |2         |21               |14%
2024-12-19 16:11:00  |Stop C    |2         |19               |12%
2024-12-19 16:19:00  |Stop D    |2         |19               |12%
2024-12-19 16:31:00  |Stop E    |2         |25               |16%
2024-12-19 16:41:00  |Stop F    |2         |23               |15%
2024-12-19 16:49:00  |Stop G    |2         |22               |14%
2024-12-19 16:55:00  |Stop H    |2         |24               |16%
2024-12-19 17:02:00  |Stop I    |2         |32               |21%
2024-12-19 17:13:00  |Stop J    |2         |50               |33%
2024-12-19 17:22:00  |Stop A    |2         |63               |42%
2024-12-19 17:29:00  |Stop B    |2         |80               |53%
2024-12-19 17:38:00  |Stop C    |2         |95               |63%
2024-12-19 17:46:00  |Stop D    |2         |100              |66%
2024-12-19 17:58:00  |Stop E    |2         |102              |68%
2024-12-22 09:02:00  |Stop F    |3         |116              |77%
2024-12-22 09:10:00  |Stop G    |3         |139              |92%
2024-12-22 09:16:00  |Stop H    |3         |116              |77%
2024-12-22 09:23:00  |Stop I    |3         |145              |96%
2024-12-22 09:34:00  |Stop J    |3         |135              |90%
2024-12-22 09:43:00  |Stop A    |3         |146              |97%
2024-12-22 09:50:00  |Stop B    |3         |150              |100%
2024-12-22 09:59:00  |Stop C    |3         |121              |80%
2024-12-22 10:07:00  |Stop D    |3         |118              |78%
2024-12-22 10:19:00  |Stop E    |3         |106              |70%
2024-12-22 10:29:00  |Stop F    |3         |111              |74%
2024-12-22 10:37:00  |Stop G    |3         |114              |76%
2024-12-22 10:43:00  |Stop H    |3         |101              |67%
2024-12-22 10:50:00  |Stop I    |3         |87               |57%
2024-12-22 11:01:00  |Stop J    |3         |83               |55%
2024-12-22 11:10:00  |Stop A    |3         |82               |54%
2024-12-22 11:17:00  |Stop B    |3         |61               |40%
2024-12-22 11:26:00  |Stop C    |3         |55               |36%
2024-12-22 11:34:00  |Stop D    |3         |48               |32%
2024-12-22 11:46:00  |Stop E    |3         |47               |31%
2024-12-22 11:56:00  |Stop F    |3         |45               |30%
2024-12-22 12:04:00  |Stop G    |3         |41               |27%
2024-12-22 12:10:00  |Stop H    |3         |46               |30%
2024-12-22 12:17:00  |Stop I    |3         |41               |27%
2024-12-22 12:28:00  |Stop J    |3         |45               |30%
2024-12-22 12:37:00  |Stop A    |3         |42               |28%
2024-12-22 12:44:00  |Stop B    |3         |47               |31%
2024-12-22 12:53:00  |Stop C    |3         |44               |29%
2024-12-22 14:01:00  |Stop D    |6         |44               |29%
2024-12-22 14:13:00  |Stop E    |6         |37               |24%
2024-12-22 14:23:00  |Stop F    |6         |36               |24%
2024-12-22 14:31:00  |Stop G    |6         |29               |19%
2024-12-22 14:37:00  |Stop H    |6         |32               |21%
2024-12-22 14:44:00  |Stop I    |6         |35               |23%
2024-12-22 14:55:00  |Stop J    |6         |29               |19%
2024-12-22 15:04:00  |Stop A    |6         |28               |18%
2024-12-22 15:11:00  |Stop B    |6         |22               |14%
2024-12-22 15:20:00  |Stop C    |6         |32               |21%
2024-12-22 15:28:00  |Stop D    |6         |26               |17%
2024-12-22 15:40:00  |Stop E    |6         |31               |20%
2024-12-22 15:50:00  |Stop F    |6         |40               |26%
2024-12-22 15:58:00  |Stop G    |6         |35               |23%
2024-12-22 16:04:00  |Stop H    |6         |36               |24%
2024-12-22 16:11:00  |Stop I    |6         |27               |18%
2024-12-22 16:22:00  |Stop J    |6         |34               |22%
2024-12-22 16:31:00  |Stop A    |6         |28               |18%
2024-12-22 16:38:00  |Stop B    |6         |28               |18%
2024-12-22 16:47:00  |Stop C    |6         |37               |24%
2024-12-22 16:55:00  |Stop D    |6         |35               |23%
2024-12-22 17:07:00  |Stop E    |6         |57               |38%
2024-12-22 17:17:00  |Stop F    |6         |70               |46%
2024-12-22 17:25:00  |Stop G    |6         |99               |66%
2024-12-22 17:31:00  |Stop H    |6         |97               |64%
2024-12-22 17:38:00  |Stop I    |6         |128              |85%
2024-12-22 17:49:00  |Stop J    |6         |143              |95%
2024-12-22 17:58:00  |Stop A    |6         |132              |88%
------------------------------------------------------------------------
BusID: 4
Time                 |StopName  |DriverID  |PassengersCount  |BusLoad
2024-12-16 09:16:00  |Stop D    |3         |40               |50%
2024-12-16 09:28:00  |Stop E    |3         |64               |80%
2024-12-16 09:38:00  |Stop F    |3         |80               |100%
2024-12-16 09:46:00  |Stop G    |3         |61               |76%
2024-12-16 09:52:00  |Stop H    |3         |73               |91%
2024-12-16 09:59:00  |Stop I    |3         |74               |92%
2024-12-16 10:10:00  |Stop J    |3         |77               |96%
2024-12-16 10:19:00  |Stop A    |3         |62               |77%
2024-12-16 10:26:00  |Stop B    |3         |63               |78%
2024-12-16 10:35:00  |Stop C    |3         |65               |81%
2024-12-16 10:43:00  |Stop D    |3         |56               |70%
2024-12-16 10:55:00  |Stop E    |3         |48               |60%
2024-12-16 11:05:00  |Stop F    |3         |46               |57%
2024-12-16 11:13:00  |Stop G    |3         |51               |63%
2024-12-16 11:19:00  |Stop H    |3         |40               |50%
2024-12-16 11:26:00  |Stop I    |3         |46               |57%
2024-12-16 11:37:00  |Stop J    |3         |46               |57%
2024-12-16 11:46:00  |Stop A    |3         |51               |63%
2024-12-16 11:53:00  |Stop B    |3         |53               |66%
2024-12-16 12:02:00  |Stop C    |3         |50               |62%
2024-12-16 12:10:00  |Stop D    |3         |40               |50%
2024-12-16 12:22:00  |Stop E    |3         |43               |53%
2024-12-16 12:32:00  |Stop F    |3         |42               |52%
2024-12-16 12:40:00  |Stop G    |3         |34               |42%
2024-12-16 12:46:00  |Stop H    |3         |30               |37%
2024-12-16 12:53:00  |Stop I    |3         |33               |41%
2024-12-16 14:01:00  |Stop J    |4         |31               |38%
2024-12-16 14:10:00  |Stop A    |4         |30               |37%
2024-12-16 14:17:00  |Stop B    |4         |25               |31%
2024-12-16 14:26:00  |Stop C    |4         |28               |35%
2024-12-16 14:34:00  |Stop D    |4         |23               |28%
2024-12-16 14:46:00  |Stop E    |4         |22               |27%
2024-12-16 14:56:00  |Stop F    |4         |18               |22%
2024-12-16 15:04:00  |Stop G    |4         |19               |23%
2024-12-16 15:10:00  |Stop H    |4         |19               |23%
2024-12-16 15:17:00  |Stop I    |4         |17               |21%
2024-12-16 15:28:00  |Stop J    |4         |24               |30%
2024-12-16 15:37:00  |Stop A    |4         |26               |32%
2024-12-16 15:44:00  |Stop B    |4         |26               |32%
2024-12-16 15:53:00  |Stop C    |4         |26               |32%
2024-12-16 16:01:00  |Stop D    |4         |23               |28%
2024-12-16 16:13:00  |Stop E    |4         |22               |27%
2024-12-16 16:23:00  |Stop F    |4         |17               |21%
2024-12-16 16:31:00  |Stop G    |4         |19               |23%
2024-12-16 16:37:00  |Stop H    |4         |16               |20%
2024-12-16 16:44:00  |Stop I    |4         |13               |16%
2024-12-16 16:55:00  |Stop J    |4         |13               |16%
2024-12-16 17:04:00  |Stop A    |4         |25               |31%
2024-12-16 17:11:00  |Stop B    |4         |45               |56%
2024-12-16 17:20:00  |Stop C    |4         |68               |85%
2024-12-16 17:28:00  |Stop D    |4         |56               |70%
2024-12-16 17:40:00  |Stop E    |4         |62               |77%
2024-12-16 17:50:00  |Stop F    |4         |70               |87%
2024-12-16 17:58:00  |Stop G    |4         |58               |72%
2024-12-17 09:02:00  |Stop H    |2         |63               |78%
2024-12-17 09:09:00  |Stop I    |2         |66               |82%
2024-12-17 09:20:00  |Stop J    |2         |74               |92%
2024-12-17 09:29:00  |Stop A    |2         |78               |97%
2024-12-17 09:36:00  |Stop B    |2         |54               |67%
2024-12-17 09:45:00  |Stop C    |2         |74               |92%
2024-12-17 09:53:00  |Stop D    |2         |63               |78%
2024-12-17 10:05:00  |Stop E    |2         |64               |80%
2024-12-17 10:15:00  |Stop F    |2         |61               |76%
2024-12-17 10:23:00  |Stop G    |2         |59               |73%
2024-12-17 10:29:00  |Stop H    |2         |54               |67%
2024-12-17 10:36:00  |Stop I    |2         |38               |47%
2024-12-17 10:47:00  |Stop J    |2         |39               |48%
2024-12-17 10:56:00  |Stop A    |2         |36               |45%
2024-12-17 11:03:00  |Stop B    |2         |25               |31%
2024-12-17 11:12:00  |Stop C    |2         |19               |23%
2024-12-17 11:20:00  |Stop D    |2         |20               |25%
2024-12-17 11:32:00  |Stop E    |2         |16               |20%
2024-12-17 11:42:00  |Stop F    |2         |14               |17%
2024-12-17 11:50:00  |Stop G    |2         |21               |26%
2024-12-17 11:56:00  |Stop H    |2         |16               |20%
2024-12-17 12:03:00  |Stop I    |2         |18               |22%
2024-12-17 12:14:00  |Stop J    |2         |15               |18%
2024-12-17 12:23:00  |Stop A    |2         |15               |18%
2024-12-17 12:30:00  |Stop B    |2         |14               |17%
2024-12-17 12:39:00  |Stop C    |2         |12               |15%
2024-12-17 12:47:00  |Stop D    |2         |9                |11%
2024-12-17 12:59:00  |Stop E    |2         |8                |10%
2024-12-17 14:01:00  |Stop F    |3         |8                |10%
2024-12-17 14:09:00  |Stop G    |3         |11               |13%
2024-12-17 14:15:00  |Stop H    |3         |12               |15%
2024-12-17 14:22:00  |Stop I    |3         |16               |20%
2024-12-17 14:33:00  |Stop J    |3         |16               |20%
2024-12-17 14:42:00  |Stop A    |3         |18               |22%
2024-12-17 14:49:00  |Stop B    |3         |18               |22%
2024-12-17 14:58:00  |Stop C    |3         |17               |21%
2024-12-17 15:06:00  |Stop D    |3         |19               |23%
2024-12-17 15:18:00  |Stop E    |3         |17               |21%
2024-12-17 15:28:00  |Stop F    |3         |15               |18%
2024-12-17 15:36:00  |Stop G    |3         |25               |31%
2024-12-17 15:42:00  |Stop H    |3         |28               |35%
2024-12-17 15:49:00  |Stop I    |3         |26               |32%
2024-12-17 16:00:00  |Stop J    |3         |31               |38%
2024-12-17 16:09:00  |Stop A    |3         |31               |38%
2024-12-17 16:16:00  |Stop B    |3         |35               |43%
2024-12-17 16:25:00  |Stop C    |3         |39               |48%
2024-12-17 16:33:00  |Stop D    |3         |42               |52%
2024-12-17 16:45:00  |Stop E    |3         |43               |53%
2024-12-17 16:55:00  |Stop F    |3         |37               |46%
2024-12-17 17:03:00  |Stop G    |3         |51               |63%
2024-12-17 17:09:00  |Stop H    |3         |71               |88%
2024-12-17 17:16:00  |Stop I    |3         |76               |95%
2024-12-17 17:27:00  |Stop J    |3         |67               |83%
2024-12-17 17:36:00  |Stop A    |3         |62               |77%
2024-12-17 17:43:00  |Stop B    |3         |66               |82%
2024-12-17 17:52:00  |Stop C    |3         |77               |96%
2024-12-18 09:02:00  |Stop D    |2         |74               |92%
2024-12-18 09:14:00  |Stop E    |2         |75               |93%
2024-12-18 09:24:00  |Stop F    |2         |57               |71%
2024-12-18 09:32:00  |Stop G    |2         |79               |98%
