BusID: 1
Time                 |StopName  |DriverID  |PassengersCount  |BusLoad
2024-12-18 09:38:00  |Stop H    |2         |62               |77%
2024-12-18 09:45:00  |Stop I    |2         |70               |87%
2024-12-18 09:56:00  |Stop J    |2         |64               |80%
2024-12-18 10:05:00  |Stop A    |2         |70               |87%
2024-12-18 10:12:00  |Stop B    |2         |51               |63%
2024-12-18 10:21:00  |Stop C    |2         |47               |58%
2024-12-18 10:29:00  |Stop D    |2         |38               |47%
2024-12-18 10:41:00  |Stop E    |2         |32               |40%
2024-12-18 10:51:00  |Stop F    |2         |25               |31%
2024-12-18 10:59:00  |Stop G    |2         |24               |30%
2024-12-18 11:05:00  |Stop H    |2         |24               |30%
2024-12-18 11:12:00  |Stop I    |2         |21               |26%
2024-12-18 11:23:00  |Stop J    |2         |23               |28%
2024-12-18 11:32:00  |Stop A    |2         |27               |33%
2024-12-18 11:39:00  |Stop B    |2         |21               |26%
2024-12-18 11:48:00  |Stop C    |2         |19               |23%
2024-12-18 11:56:00  |Stop D    |2         |14               |17%
2024-12-18 12:08:00  |Stop E    |2         |14               |17%
2024-12-18 12:18:00  |Stop F    |2         |14               |17%
2024-12-18 12:26:00  |Stop G    |2         |20               |25%
2024-12-18 12:32:00  |Stop H    |2         |19               |23%
2024-12-18 12:39:00  |Stop I    |2         |22               |27%
2024-12-18 12:50:00  |Stop J    |2         |22               |27%
2024-12-18 12:59:00  |Stop A    |2         |26               |32%
2024-12-18 14:01:00  |Stop B    |5         |26               |32%
2024-12-18 14:10:00  |Stop C    |5         |29               |36%
2024-12-18 14:18:00  |Stop D    |5         |24               |30%
2024-12-18 14:30:00  |Stop E    |5         |33               |41%
2024-12-18 14:40:00  |Stop F    |5         |23               |28%
2024-12-18 14:48:00  |Stop G    |5         |25               |31%
2024-12-18 14:54:00  |Stop H    |5         |25               |31%
2024-12-18 15:01:00  |Stop I    |5         |21               |26%
2024-12-18 15:12:00  |Stop J    |5         |25               |31%
2024-12-18 15:21:00  |Stop A    |5         |25               |31%
2024-12-18 15:28:00  |Stop B    |5         |28               |35%
2024-12-18 15:37:00  |Stop C    |5         |33               |41%
2024-12-18 15:45:00  |Stop D    |5         |31               |38%
2024-12-18 15:57:00  |Stop E    |5         |25               |31%
2024-12-18 16:07:00  |Stop F    |5         |29               |36%
2024-12-18 16:15:00  |Stop G    |5         |36               |45%
2024-12-18 16:21:00  |Stop H    |5         |31               |38%
2024-12-18 16:28:00  |Stop I    |5         |31               |38%
2024-12-18 16:39:00  |Stop J    |5         |34               |42%
2024-12-18 16:48:00  |Stop A    |5         |27               |33%
2024-12-18 16:55:00  |Stop B    |5         |30               |37%
2024-12-18 17:04:00  |Stop C    |5         |46               |57%
2024-12-18 17:12:00  |Stop D    |5         |55               |68%
2024-12-18 17:24:00  |Stop E    |5         |54               |67%
2024-12-18 17:34:00  |Stop F    |5         |62               |77%
2024-12-18 17:42:00  |Stop G    |5         |54               |67%
2024-12-18 17:48:00  |Stop H    |5         |76               |95%
2024-12-18 17:55:00  |Stop I    |5         |54               |67%
2024-12-19 09:02:00  |Stop J    |5         |79               |98%
2024-12-19 09:11:00  |Stop A    |5         |63               |78%
2024-12-19 09:18:00  |Stop B    |5         |71               |88%
2024-12-19 09:27:00  |Stop C    |5         |79               |98%
2024-12-19 09:35:00  |Stop D    |5         |79               |98%
2024-12-19 09:47:00  |Stop E    |5         |76               |95%
2024-12-19 09:57:00  |Stop F    |5         |55               |68%
2024-12-19 10:05:00  |Stop G    |5         |49               |61%
2024-12-19 10:11:00  |Stop H    |5         |38               |47%
2024-12-19 10:18:00  |Stop I    |5         |41               |51%
2024-12-19 10:29:00  |Stop J    |5         |46               |57%
2024-12-19 10:38:00  |Stop A    |5         |36               |45%
2024-12-19 10:45:00  |Stop B    |5         |28               |35%
2024-12-19 10:54:00  |Stop C    |5         |23               |28%
2024-12-19 11:02:00  |Stop D    |5         |18               |22%
2024-12-19 11:14:00  |Stop E    |5         |22               |27%
2024-12-19 11:24:00  |Stop F    |5         |17               |21%
2024-12-19 11:32:00  |Stop G    |5         |19               |23%
2024-12-19 11:38:00  |Stop H    |5         |23               |28%
2024-12-19 11:45:00  |Stop I    |5         |23               |28%
2024-12-19 11:56:00  |Stop J    |5         |25               |31%
2024-12-19 12:05:00  |Stop A    |5         |21               |26%
2024-12-19 12:12:00  |Stop B    |5         |22               |27%
2024-12-19 12:21:00  |Stop C    |5         |22               |27%
2024-12-19 12:29:00  |Stop D    |5         |23               |28%
2024-12-19 12:41:00  |Stop E    |5         |18               |22%
2024-12-19 12:51:00  |Stop F    |5         |18               |22%
2024-12-19 12:59:00  |Stop G    |5         |20               |25%
2024-12-19 14:01:00  |Stop H    |3         |14               |17%
2024-12-19 14:08:00  |Stop I    |3         |16               |20%
2024-12-19 14:19:00  |Stop J    |3         |17               |21%
2024-12-19 14:28:00  |Stop A    |3         |23               |28%
2024-12-19 14:35:00  |Stop B    |3         |19               |23%
2024-12-19 14:44:00  |Stop C    |3         |22               |27%
2024-12-19 14:52:00  |Stop D    |3         |23               |28%
2024-12-19 15:04:00  |Stop E    |3         |23               |28%
2024-12-19 15:14:00  |Stop F    |3         |23               |28%
2024-12-19 15:22:00  |Stop G    |3         |19               |23%
2024-12-19 15:28:00  |Stop H    |3         |14               |17%
2024-12-19 15:35:00  |Stop I    |3         |15               |18%
2024-12-19 15:46:00  |Stop J    |3         |17               |21%
2024-12-19 15:55:00  |Stop A    |3         |19               |23%
2024-12-19 16:02:00  |Stop B    |3         |16               |20%
2024-12-19 16:11:00  |Stop C    |3         |14               |17%
2024-12-19 16:19:00  |Stop D    |3         |19               |23%
2024-12-19 16:31:00  |Stop E    |3         |24               |30%
2024-12-19 16:41:00  |Stop F    |3         |18               |22%
2024-12-19 16:49:00  |Stop G    |3         |21               |26%
2024-12-19 16:55:00  |Stop H    |3         |26               |32%
2024-12-19 17:02:00  |Stop I    |3         |32               |40%
2024-12-19 17:13:00  |Stop J    |3         |59               |73%
2024-12-19 17:22:00  |Stop A    |3         |69               |86%
2024-12-19 17:29:00  |Stop B    |3         |66               |82%
2024-12-19 17:38:00  |Stop C    |3         |60               |75%
2024-12-19 17:46:00  |Stop D    |3         |77               |96%
2024-12-19 17:58:00  |Stop E    |3         |67               |83%
2024-12-22 09:02:00  |Stop F    |6         |61               |76%
2024-12-22 09:10:00  |Stop G    |6         |80               |100%
2024-12-22 09:16:00  |Stop H    |6         |73               |91%
2024-12-22 09:23:00  |Stop I    |6         |77               |96%
2024-12-22 09:34:00  |Stop J    |6         |65               |81%
2024-12-22 09:43:00  |Stop A    |6         |77               |96%
2024-12-22 09:50:00  |Stop B    |6         |74               |92%
2024-12-22 09:59:00  |Stop C    |6         |79               |98%
2024-12-22 10:07:00  |Stop D    |6         |62               |77%
2024-12-22 10:19:00  |Stop E    |6         |48               |60%
2024-12-22 10:29:00  |Stop F    |6         |47               |58%
2024-12-22 10:37:00  |Stop G    |6         |38               |47%
2024-12-22 10:43:00  |Stop H    |6         |37               |46%
2024-12-22 10:50:00  |Stop I    |6         |37               |46%
2024-12-22 11:01:00  |Stop J    |6         |39               |48%
2024-12-22 11:10:00  |Stop A    |6         |33               |41%
2024-12-22 11:17:00  |Stop B    |6         |28               |35%
2024-12-22 11:26:00  |Stop C    |6         |25               |31%
2024-12-22 11:34:00  |Stop D    |6         |21               |26%
2024-12-22 11:46:00  |Stop E    |6         |21               |26%
2024-12-22 11:56:00  |Stop F    |6         |19               |23%
2024-12-22 12:04:00  |Stop G    |6         |19               |23%
2024-12-22 12:10:00  |Stop H    |6         |16               |20%
2024-12-22 12:17:00  |Stop I    |6         |19               |23%
2024-12-22 12:28:00  |Stop J    |6         |25               |31%
2024-12-22 12:37:00  |Stop A    |6         |27               |33%
2024-12-22 12:44:00  |Stop B    |6         |32               |40%
2024-12-22 12:53:00  |Stop C    |6         |36               |45%
2024-12-22 14:01:00  |Stop D    |5         |27               |33%
2024-12-22 14:13:00  |Stop E    |5         |22               |27%
2024-12-22 14:23:00  |Stop F    |5         |20               |25%
2024-12-22 14:31:00  |Stop G    |5         |16               |20%
2024-12-22 14:37:00  |Stop H    |5         |24               |30%
2024-12-22 14:44:00  |Stop I    |5         |22               |27%
2024-12-22 14:55:00  |Stop J    |5         |25               |31%
2024-12-22 15:04:00  |Stop A    |5         |18               |22%
2024-12-22 15:11:00  |Stop B    |5         |21               |26%
2024-12-22 15:20:00  |Stop C    |5         |20               |25%
2024-12-22 15:28:00  |Stop D    |5         |20               |25%
2024-12-22 15:40:00  |Stop E    |5         |20               |25%
2024-12-22 15:50:00  |Stop F    |5         |25               |31%
2024-12-22 15:58:00  |Stop G    |5         |20               |25%
2024-12-22 16:04:00  |Stop H    |5         |19               |23%
2024-12-22 16:11:00  |Stop I    |5         |15               |18%
2024-12-22 16:22:00  |Stop J    |5         |20               |25%
2024-12-22 16:31:00  |Stop A    |5         |18               |22%
2024-12-22 16:38:00  |Stop B    |5         |17               |21%
2024-12-22 16:47:00  |Stop C    |5         |22               |27%
2024-12-22 16:55:00  |Stop D    |5         |20               |25%
2024-12-22 17:07:00  |Stop E    |5         |39               |48%
2024-12-22 17:17:00  |Stop F    |5         |65               |81%
2024-12-22 17:25:00  |Stop G    |5         |66               |82%
2024-12-22 17:31:00  |Stop H    |5         |80               |100%
2024-12-22 17:38:00  |Stop I    |5         |65               |81%
2024-12-22 17:49:00  |Stop J    |5         |60               |75%
2024-12-22 17:58:00  |Stop A    |5         |65               |81%
------------------------------------------------------------------------
BusID: 5
Time                 |StopName  |DriverID  |PassengersCount  |BusLoad
2024-12-16 09:21:00  |Stop E    |4         |42               |38%
2024-12-16 09:31:00  |Stop F    |4         |75               |68%
2024-12-16 09:39:00  |Stop G    |4         |85               |77%
2024-12-16 09:45:00  |Stop H    |4         |96               |87%
2024-12-16 09:52:00  |Stop I    |4         |108              |98%
2024-12-16 10:03:00  |Stop J    |4         |86               |78%
2024-12-16 10:12:00  |Stop A    |4         |62               |56%
2024-12-16 10:19:00  |Stop B    |4         |54               |49%
2024-12-16 10:28:00  |Stop C    |4         |56               |50%
2024-12-16 10:36:00  |Stop D    |4         |55               |50%
2024-12-16 10:48:00  |Stop E    |4         |49               |44%
2024-12-16 10:58:00  |Stop F    |4         |47               |42%
2024-12-16 11:06:00  |Stop G    |4         |40               |36%
2024-12-16 11:12:00  |Stop H    |4         |34               |30%
2024-12-16 11:19:00  |Stop I    |4         |34               |30%
2024-12-16 11:30:00  |Stop J    |4         |39               |35%
2024-12-16 11:39:00  |Stop A    |4         |34               |30%
2024-12-16 11:46:00  |Stop B    |4         |36               |32%
2024-12-16 11:55:00  |Stop C    |4         |32               |29%
2024-12-16 12:03:00  |Stop D    |4         |32               |29%
2024-12-16 12:15:00  |Stop E    |4         |29               |26%
2024-12-16 12:25:00  |Stop F    |4         |32               |29%
2024-12-16 12:33:00  |Stop G    |4         |26               |23%
2024-12-16 12:39:00  |Stop H    |4         |31               |28%
2024-12-16 12:46:00  |Stop I    |4         |30               |27%
2024-12-16 12:57:00  |Stop J    |4         |38               |34%
2024-12-16 14:01:00  |Stop A    |5         |36               |32%
2024-12-16 14:08:00  |Stop B    |5         |32               |29%
2024-12-16 14:17:00  |Stop C    |5         |30               |27%
2024-12-16 14:25:00  |Stop D    |5         |32               |29%
2024-12-16 14:37:00  |Stop E    |5         |24               |21%
2024-12-16 14:47:00  |Stop F    |5         |20               |18%
2024-12-16 14:55:00  |Stop G    |5         |17               |15%
2024-12-16 15:01:00  |Stop H    |5         |25               |22%
2024-12-16 15:08:00  |Stop I    |5         |23               |20%
2024-12-16 15:19:00  |Stop J    |5         |22               |20%
2024-12-16 15:28:00  |Stop A    |5         |22               |20%
2024-12-16 15:35:00  |Stop B    |5         |21               |19%
2024-12-16 15:44:00  |Stop C    |5         |30               |27%
2024-12-16 15:52:00  |Stop D    |5         |33               |30%
2024-12-16 16:04:00  |Stop E    |5         |31               |28%
2024-12-16 16:14:00  |Stop F    |5         |29               |26%
2024-12-16 16:22:00  |Stop G    |5         |27               |24%
2024-12-16 16:28:00  |Stop H    |5         |25               |22%
2024-12-16 16:35:00  |Stop I    |5         |28               |25%
2024-12-16 16:46:00  |Stop J    |5         |34               |30%
2024-12-16 16:55:00  |Stop A    |5         |26               |23%
2024-12-16 17:02:00  |Stop B    |5         |35               |31%
2024-12-16 17:11:00  |Stop C    |5         |58               |52%
2024-12-16 17:19:00  |Stop D    |5         |73               |66%
2024-12-16 17:31:00  |Stop E    |5         |81               |73%
2024-12-16 17:41:00  |Stop F    |5         |83               |75%
2024-12-16 17:49:00  |Stop G    |5         |108              |98%
2024-12-16 17:55:00  |Stop H    |5         |101              |91%
2024-12-17 09:02:00  |Stop I    |6         |85               |77%
2024-12-17 09:13:00  |Stop J    |6         |93               |84%
2024-12-17 09:22:00  |Stop A    |6         |110              |100%
2024-12-17 09:29:00  |Stop B    |6         |76               |69%
2024-12-17 09:38:00  |Stop C    |6         |85               |77%
2024-12-17 09:46:00  |Stop D    |6         |89               |80%
2024-12-17 09:58:00  |Stop E    |6         |84               |76%
2024-12-17 10:08:00  |Stop F    |6         |70               |63%
2024-12-17 10:16:00  |Stop G    |6         |66               |60%
2024-12-17 10:22:00  |Stop H    |6         |71               |64%
2024-12-17 10:29:00  |Stop I    |6         |64               |58%
2024-12-17 10:40:00  |Stop J    |6         |70               |63%
2024-12-17 10:49:00  |Stop A    |6         |65               |59%
2024-12-17 10:56:00  |Stop B    |6         |53               |48%
2024-12-17 11:05:00  |Stop C    |6         |50               |45%
2024-12-17 11:13:00  |Stop D    |6         |52               |47%
2024-12-17 11:25:00  |Stop E    |6         |58               |52%
2024-12-17 11:35:00  |Stop F    |6         |58               |52%
2024-12-17 11:43:00  |Stop G    |6         |63               |57%
2024-12-17 11:49:00  |Stop H    |6         |52               |47%
2024-12-17 11:56:00  |Stop I    |6         |45               |40%
2024-12-17 12:07:00  |Stop J    |6         |49               |44%
2024-12-17 12:16:00  |Stop A    |6         |57               |51%
2024-12-17 12:23:00  |Stop B    |6         |50               |45%
2024-12-17 12:32:00  |Stop C    |6         |38               |34%
2024-12-17 12:40:00  |Stop D    |6         |44               |40%
2024-12-17 12:52:00  |Stop E    |6         |39               |35%
2024-12-17 14:01:00  |Stop F    |2         |30               |27%
2024-12-17 14:09:00  |Stop G    |2         |29               |26%
2024-12-17 14:15:00  |Stop H    |2         |29               |26%
2024-12-17 14:22:00  |Stop I    |2         |32               |29%
2024-12-17 14:33:00  |Stop J    |2         |29               |26%
2024-12-17 14:42:00  |Stop A    |2         |27               |24%
2024-12-17 14:49:00  |Stop B    |2         |30               |27%
2024-12-17 14:58:00  |Stop C    |2         |24               |21%
2024-12-17 15:06:00  |Stop D    |2         |26               |23%
2024-12-17 15:18:00  |Stop E    |2         |20               |18%
2024-12-17 15:28:00  |Stop F    |2         |20               |18%
2024-12-17 15:36:00  |Stop G    |2         |25               |22%
2024-12-17 15:42:00  |Stop H    |2         |26               |23%
2024-12-17 15:49:00  |Stop I    |2         |20               |18%
2024-12-17 16:00:00  |Stop J    |2         |17               |15%
2024-12-17 16:09:00  |Stop A    |2         |19               |17%
2024-12-17 16:16:00  |Stop B    |2         |18               |16%
2024-12-17 16:25:00  |Stop C    |2         |22               |20%
2024-12-17 16:33:00  |Stop D    |2         |24               |21%
2024-12-17 16:45:00  |Stop E    |2         |29               |26%
2024-12-17 16:55:00  |Stop F    |2         |26               |23%
2024-12-17 17:03:00  |Stop G    |2         |34               |30%
2024-12-17 17:09:00  |Stop H    |2         |47               |42%
2024-12-17 17:16:00  |Stop I    |2         |68               |61%
2024-12-17 17:27:00  |Stop J    |2         |95               |86%
2024-12-17 17:36:00  |Stop A    |2         |90               |81%
2024-12-17 17:43:00  |Stop B    |2         |83               |75%
2024-12-17 17:52:00  |Stop C    |2         |90               |81%
2024-12-18 09:02:00  |Stop D    |1         |79               |71%
2024-12-18 09:14:00  |Stop E    |1         |95               |86%
2024-12-18 09:24:00  |Stop F    |1         |82               |74%
2024-12-18 09:32:00  |Stop G    |1         |83               |75%
2024-12-18 09:38:00  |Stop H    |1         |86               |78%
2024-12-18 09:45:00  |Stop I    |1         |80               |72%
2024-12-18 09:56:00  |Stop J    |1         |95               |86%
2024-12-18 10:05:00  |Stop A    |1         |87               |79%
2024-12-18 10:12:00  |Stop B    |1         |71               |64%
2024-12-18 10:21:00  |Stop C    |1         |72               |65%
2024-12-18 10:29:00  |Stop D    |1         |52               |47%
2024-12-18 10:41:00  |Stop E    |1         |43               |39%
2024-12-18 10:51:00  |Stop F    |1         |36               |32%
2024-12-18 10:59:00  |Stop G    |1         |25               |22%
2024-12-18 11:05:00  |Stop H    |1         |28               |25%
2024-12-18 11:12:00  |Stop I    |1         |25               |22%
2024-12-18 11:23:00  |Stop J    |1         |26               |23%
2024-12-18 11:32:00  |Stop A    |1         |27               |24%
2024-12-18 11:39:00  |Stop B    |1         |28               |25%
2024-12-18 11:48:00  |Stop C    |1         |27               |24%
2024-12-18 11:56:00  |Stop D    |1         |23               |20%
2024-12-18 12:08:00  |Stop E    |1         |19               |17%
2024-12-18 12:18:00  |Stop F    |1         |13               |11%
2024-12-18 12:26:00  |Stop G    |1         |14               |12%
2024-12-18 12:32:00  |Stop H    |1         |15               |13%
2024-12-18 12:39:00  |Stop I    |1         |15               |13%
2024-12-18 12:50:00  |Stop J    |1         |11               |10%
2024-12-18 12:59:00  |Stop A    |1         |16               |14%
2024-12-18 14:01:00  |Stop B    |6         |18               |16%
2024-12-18 14:10:00  |Stop C    |6         |17               |15%
2024-12-18 14:18:00  |Stop D    |6         |15               |13%
2024-12-18 14:30:00  |Stop E    |6         |18               |16%
2024-12-18 14:40:00  |Stop F    |6         |13               |11%
2024-12-18 14:48:00  |Stop G    |6         |18               |16%
2024-12-18 14:54:00  |Stop H    |6         |15               |13%
2024-12-18 15:01:00  |Stop I    |6         |15               |13%
2024-12-18 15:12:00  |Stop J    |6         |19               |17%
2024-12-18 15:21:00  |Stop A    |6         |19               |17%
2024-12-18 15:28:00  |Stop B    |6         |16               |14%
2024-12-18 15:37:00  |Stop C    |6         |17               |15%
2024-12-18 15:45:00  |Stop D    |6         |15               |13%
2024-12-18 15:57:00  |Stop E    |6         |15               |13%
2024-12-18 16:07:00  |Stop F    |6         |15               |13%
2024-12-18 16:15:00  |Stop G    |6         |21               |19%
2024-12-18 16:21:00  |Stop H    |6         |15               |13%
2024-12-18 16:28:00  |Stop I    |6         |13               |11%
2024-12-18 16:39:00  |Stop J    |6         |18               |16%
2024-12-18 16:48:00  |Stop A    |6         |14               |12%
2024-12-18 16:55:00  |Stop B    |6         |14               |12%
2024-12-18 17:04:00  |Stop C    |6         |19               |17%
2024-12-18 17:12:00  |Stop D    |6         |42               |38%
2024-12-18 17:24:00  |Stop E    |6         |69               |62%
2024-12-18 17:34:00  |Stop F    |6         |86               |78%
2024-12-18 17:42:00  |Stop G    |6         |94               |85%
2024-12-18 17:48:00  |Stop H    |6         |105              |95%
2024-12-18 17:55:00  |Stop I    |6         |86               |78%
2024-12-19 09:02:00  |Stop J    |2         |75               |68%
2024-12-19 09:11:00  |Stop A    |2         |95               |86%
2024-12-19 09:18:00  |Stop B    |2         |84               |76%
2024-12-19 09:27:00  |Stop C    |2         |75               |68%
2024-12-19 09:35:00  |Stop D    |2         |96               |87%
2024-12-19 09:47:00  |Stop E    |2         |94               |85%
2024-12-19 09:57:00  |Stop F    |2         |96               |87%
2024-12-19 10:05:00  |Stop G    |2         |80               |72%
2024-12-19 10:11:00  |Stop H    |2         |76               |69%
2024-12-19 10:18:00  |Stop I    |2         |73               |66%
2024-12-19 10:29:00  |Stop J    |2         |58               |52%
2024-12-19 10:38:00  |Stop A    |2         |47               |42%
2024-12-19 10:45:00  |Stop B    |2         |42               |38%
2024-12-19 10:54:00  |Stop C    |2         |35               |31%
2024-12-19 11:02:00  |Stop D    |2         |38               |34%
2024-12-19 11:14:00  |Stop E    |2         |32               |29%
2024-12-19 11:24:00  |Stop F    |2         |30               |27%
2024-12-19 11:32:00  |Stop G    |2         |22               |20%
2024-12-19 11:38:00  |Stop H    |2         |20               |18%
2024-12-19 11:45:00  |Stop I    |2         |20               |18%
2024-12-19 11:56:00  |Stop J    |2         |17               |15%
2024-12-19 12:05:00  |Stop A    |2         |18               |16%
2024-12-19 12:12:00  |Stop B    |2         |22               |20%
2024-12-19 12:21:00  |Stop C    |2         |24               |21%
2024-12-19 12:29:00  |Stop D    |2         |19               |17%
2024-12-19 12:41:00  |Stop E    |2         |22               |20%
2024-12-19 12:51:00  |Stop F    |2         |27               |24%
2024-12-19 12:59:00  |Stop G    |2         |28               |25%
2024-12-19 14:01:00  |Stop H    |6         |27               |24%
2024-12-19 14:08:00  |Stop I    |6         |19               |17%
2024-12-19 14:19:00  |Stop J    |6         |20               |18%
2024-12-19 14:28:00  |Stop A    |6         |18               |16%
2024-12-19 14:35:00  |Stop B    |6         |17               |15%
2024-12-19 14:44:00  |Stop C    |6         |15               |13%
2024-12-19 14:52:00  |Stop D    |6         |12               |10%
2024-12-19 15:04:00  |Stop E    |6         |10               |9%
2024-12-19 15:14:00  |Stop F    |6         |14               |12%
2024-12-19 15:22:00  |Stop G    |6         |12               |10%
2024-12-19 15:28:00  |Stop H    |6         |10               |9%
2024-12-19 15:35:00  |Stop I    |6         |10               |9%
2024-12-19 15:46:00  |Stop J    |6         |11               |10%
2024-12-19 15:55:00  |Stop A    |6         |13               |11%
2024-12-19 16:02:00  |Stop B    |6         |13               |11%
2024-12-19 16:11:00  |Stop C    |6         |9                |8%
2024-12-19 16:19:00  |Stop D    |6         |13               |11%
2024-12-19 16:31:00  |Stop E    |6         |25               |22%
2024-12-19 16:41:00  |Stop F    |6         |24               |21%
2024-12-19 16:49:00  |Stop G    |6         |24               |21%
2024-12-19 16:55:00  |Stop H    |6         |26               |23%
2024-12-19 17:02:00  |Stop I    |6         |30               |27%
2024-12-19 17:13:00  |Stop J    |6         |50               |45%
2024-12-19 17:22:00  |Stop A    |6         |58               |52%
2024-12-19 17:29:00  |Stop B    |6         |59               |53%
2024-12-19 17:38:00  |Stop C    |6         |71               |64%
2024-12-19 17:46:00  |Stop D    |6         |92               |83%
2024-12-19 17:58:00  |Stop E    |6         |99               |90%
2024-12-22 09:02:00  |Stop F    |5         |76               |69%
2024-12-22 09:10:00  |Stop G    |5         |91               |82%
2024-12-22 09:16:00  |Stop H    |5         |85               |77%
2024-12-22 09:23:00  |Stop I    |5         |96               |87%
2024-12-22 09:34:00  |Stop J    |5         |88               |80%
2024-12-22 09:43:00  |Stop A    |5         |99               |90%
2024-12-22 09:50:00  |Stop B    |5         |97               |88%
2024-12-22 09:59:00  |Stop C    |5         |83               |75%
2024-12-22 10:07:00  |Stop D    |5         |72               |65%
2024-12-22 10:19:00  |Stop E    |5         |64               |58%
2024-12-22 10:29:00  |Stop F    |5         |59               |53%
2024-12-22 10:37:00  |Stop G    |5         |58               |52%
2024-12-22 10:43:00  |Stop H    |5         |46               |41%
2024-12-22 10:50:00  |Stop I    |5         |42               |38%
2024-12-22 11:01:00  |Stop J    |5         |44               |40%
2024-12-22 11:10:00  |Stop A    |5         |34               |30%
2024-12-22 11:17:00  |Stop B    |5         |31               |28%
2024-12-22 11:26:00  |Stop C    |5         |34               |30%
2024-12-22 11:34:00  |Stop D    |5         |30               |27%
2024-12-22 11:46:00  |Stop E    |5         |35               |31%
2024-12-22 11:56:00  |Stop F    |5         |29               |26%
2024-12-22 12:04:00  |Stop G    |5         |24               |21%
2024-12-22 12:10:00  |Stop H    |5         |16               |14%
2024-12-22 12:17:00  |Stop I    |5         |16               |14%
2024-12-22 12:28:00  |Stop J    |5         |22               |20%
2024-12-22 12:37:00  |Stop A    |5         |27               |24%
2024-12-22 12:44:00  |Stop B    |5         |29               |26%
2024-12-22 12:53:00  |Stop C    |5         |26               |23%
2024-12-22 14:01:00  |Stop D    |1         |22               |20%
2024-12-22 14:13:00  |Stop E    |1         |23               |20%
2024-12-22 14:23:00  |Stop F    |1         |19               |17%
2024-12-22 14:31:00  |Stop G    |1         |19               |17%
2024-12-22 14:37:00  |Stop H    |1         |25               |22%
2024-12-22 14:44:00  |Stop I    |1         |29               |26%
2024-12-22 14:55:00  |Stop J    |1         |29               |26%
2024-12-22 15:04:00  |Stop A    |1         |22               |20%
2024-12-22 15:11:00  |Stop B    |1         |23               |20%
2024-12-22 15:20:00  |Stop C    |1         |28               |25%
2024-12-22 15:28:00  |Stop D    |1         |25               |22%
2024-12-22 15:40:00  |Stop E    |1         |27               |24%
2024-12-22 15:50:00  |Stop F    |1         |28               |25%
2024-12-22 15:58:00  |Stop G    |1         |20               |18%
2024-12-22 16:04:00  |Stop H    |1         |17               |15%
2024-12-22 16:11:00  |Stop I    |1         |13               |11%
2024-12-22 16:22:00  |Stop J    |1         |19               |17%
2024-12-22 16:31:00  |Stop A    |1         |19               |17%
2024-12-22 16:38:00  |Stop B    |1         |19               |17%
2024-12-22 16:47:00  |Stop C    |1         |21               |19%
2024-12-22 16:55:00  |Stop D    |1         |20               |18%
2024-12-22 17:07:00  |Stop E    |1         |33               |30%
2024-12-22 17:17:00  |Stop F    |1         |54               |49%
2024-12-22 17:25:00  |Stop G    |1         |80               |72%
2024-12-22 17:31:00  |Stop H    |1         |100              |90%
2024-12-22 17:38:00  |Stop I    |1         |105              |95%
2024-12-22 17:49:00  |Stop J    |1         |106              |96%
2024-12-22 17:58:00  |Stop A    |1         |81               |73%
------------------------------------------------------------------------
BusID: 6
Time                 |StopName  |DriverID  |PassengersCount  |BusLoad
2024-12-16 09:26:00  |Stop F    |2         |44               |48%
2024-12-16 09:34:00  |Stop G    |2         |60               |66%
2024-12-16 09:40:00  |Stop H    |2         |61               |67%
2024-12-16 09:47:00  |Stop I    |2         |88               |97%
2024-12-16 09:58:00  |Stop J    |2         |76               |84%
2024-12-16 10:07:00  |Stop A    |2         |71               |78%
2024-12-16 10:14:00  |Stop B    |2         |61               |67%
2024-12-16 10:23:00  |Stop C    |2         |58               |64%
2024-12-16 10:31:00  |Stop D    |2         |68               |75%
2024-12-16 10:43:00  |Stop E    |2         |50               |55%
2024-12-16 10:53:00  |Stop F    |2         |44               |48%
2024-12-16 11:01:00  |Stop G    |2         |47               |52%
2024-12-16 11:07:00  |Stop H    |2         |41               |45%
2024-12-16 11:14:00  |Stop I    |2         |46               |51%
2024-12-16 11:25:00  |Stop J    |2         |37               |41%
2024-12-16 11:34:00  |Stop A    |2         |38               |42%
2024-12-16 11:41:00  |Stop B    |2         |40               |44%
2024-12-16 11:50:00  |Stop C    |2         |40               |44%
2024-12-16 11:58:00  |Stop D    |2         |35               |38%
2024-12-16 12:10:00  |Stop E    |2         |37               |41%
2024-12-16 12:20:00  |Stop F    |2         |29               |32%
2024-12-16 12:28:00  |Stop G    |2         |27               |30%
2024-12-16 12:34:00  |Stop H    |2         |33               |36%
2024-12-16 12:41:00  |Stop I    |2         |38               |42%
2024-12-16 12:52:00  |Stop J    |2         |32               |35%
2024-12-16 14:01:00  |Stop A    |3         |38               |42%
2024-12-16 14:08:00  |Stop B    |3         |28               |31%
2024-12-16 14:17:00  |Stop C    |3         |24               |26%
2024-12-16 14:25:00  |Stop D    |3         |21               |23%
2024-12-16 14:37:00  |Stop E    |3         |23               |25%
2024-12-16 14:47:00  |Stop F    |3         |27               |30%
2024-12-16 14:55:00  |Stop G    |3         |22               |24%
2024-12-16 15:01:00  |Stop H    |3         |32               |35%
2024-12-16 15:08:00  |Stop I    |3         |26               |28%
2024-12-16 15:19:00  |Stop J    |3         |23               |25%
2024-12-16 15:28:00  |Stop A    |3         |26               |28%
2024-12-16 15:35:00  |Stop B    |3         |29               |32%
